_id,Anno_evento,Luogo_matrimonio,Rito,Residenza_marito,Residenza_moglie,Stato_civile_marito,Stato_civile_moglie,Cittadinanza_marito,Cittadinanza_moglie,Eta_marito,Eta_moglie,Numerosità
1,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,31,23,1
2,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,31,24,1
3,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,31,29,5
4,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,31,30,1
5,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,31,31,6
6,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,31,32,4
7,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,23,1
8,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,28,3
9,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,30,2
10,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,31,2
11,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,33,3
12,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,34,2
13,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,32,36,1
14,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,33,24,1
15,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,33,26,2
16,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,33,28,1
17,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,33,31,1
18,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,33,32,2
19,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,33,35,1
20,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,34,26,1
21,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,34,28,1
22,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,34,29,1
23,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,34,31,1
24,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,34,32,2
25,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,34,35,1
26,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,25,2
27,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,28,2
28,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,29,1
29,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,31,2
30,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,32,1
31,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,33,1
32,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,34,2
33,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,35,37,1
34,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,36,26,1
35,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,36,28,1
36,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,36,32,1
37,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,36,33,2
38,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,36,34,1
39,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,36,35,2
40,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,37,23,1
41,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,37,28,1
42,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,37,29,1
43,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,37,37,1
44,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,38,26,1
45,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,38,31,1
46,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,38,35,1
47,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,38,36,1
48,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,38,39,1
49,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,39,30,1
50,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,39,33,2
51,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,39,34,1
52,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,39,35,2
53,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,39,39,2
54,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,40,30,1
55,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,40,34,1
56,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,40,40,1
57,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,41,27,1
58,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,41,31,1
59,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,41,38,1
60,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,42,33,1
61,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,43,40,1
62,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,44,40,1
63,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,47,33,1
64,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,49,37,1
65,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,49,44,1
66,2003,Milano,Cattolico,Milano,Italia,Celibe,Nubile,Italia,Italia,50,34,1
67,2003,Milano,Cattolico,Milano,Italia,Divorziato o già coniugato,Divorziata o già coniugata,Italia,Italia,50,42,1
68,2003,Milano,Cattolico,Milano,Italia,Divorziato o già coniugato,Nubile,Italia,Italia,46,34,1
69,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,32,29,1
70,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,32,35,1
71,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,33,33,1
72,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,33,35,1
73,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,34,38,1
74,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,36,35,1
75,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,38,40,1
76,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,39,36,1
77,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,40,31,1
78,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,40,39,1
79,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,40,40,1
80,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,43,36,1
81,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,43,39,1
82,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,44,38,1
83,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,48,35,1
84,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Italia,51,38,1
85,2003,Milano,Cattolico,Milano,Milano,Celibe,Divorziata o già coniugata,Italia,Polonia,31,33,1
86,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Belgio,Italia,28,27,1
87,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Croazia,Italia,32,29,1
88,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Egitto,Italia,28,30,1
89,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Egitto,Italia,39,32,1
90,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Francia,Italia,31,32,1
91,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Germania,Italia,38,35,1
92,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,India,Italia,31,28,1
93,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Brasile,30,44,1
94,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,"Cinese, Rep. Popolare",27,25,1
95,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Francia,33,28,1
96,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Francia,35,27,1
97,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Germania,36,33,1
98,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Germania,39,34,1
99,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Grecia,31,28,1
100,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,18,18,1
101,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,20,18,1
102,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,21,19,2
103,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,21,20,1
104,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,22,21,1
105,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,22,22,1
106,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,18,1
107,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,19,1
108,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,20,1
109,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,21,3
110,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,23,1
111,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,24,1
112,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,25,2
113,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,23,26,3
114,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,22,2
115,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,23,2
116,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,24,2
117,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,25,6
118,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,26,2
119,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,28,1
120,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,29,1
121,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,24,30,1
122,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,19,1
123,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,20,1
124,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,22,1
125,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,23,2
126,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,24,2
127,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,25,7
128,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,26,2
129,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,27,4
130,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,28,1
131,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,29,1
132,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,25,30,1
133,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,21,1
134,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,22,2
135,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,23,3
136,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,24,7
137,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,25,7
138,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,26,7
139,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,27,5
140,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,28,4
141,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,29,3
142,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,30,2
143,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,31,2
144,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,32,1
145,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,26,33,1
146,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,20,1
147,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,22,1
148,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,23,1
149,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,24,6
150,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,25,5
151,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,26,12
152,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,27,13
153,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,28,13
154,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,29,3
155,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,30,2
156,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,32,3
157,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,39,1
158,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,27,41,1
159,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,19,1
160,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,22,1
161,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,23,2
162,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,24,4
163,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,25,8
164,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,26,10
165,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,27,21
166,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,28,21
167,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,29,14
168,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,30,6
169,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,31,1
170,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,32,2
171,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,28,33,1
172,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,21,1
173,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,22,3
174,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,23,2
175,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,24,8
176,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,25,7
177,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,26,8
178,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,27,16
179,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,28,13
180,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,29,18
181,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,30,11
182,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,31,4
183,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,32,7
184,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,33,2
185,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,34,1
186,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,35,2
187,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,29,36,1
188,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,22,1
189,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,24,3
190,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,25,11
191,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,26,7
192,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,27,14
193,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,28,14
194,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,29,18
195,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,30,24
196,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,31,15
197,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,32,3
198,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,33,5
199,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,34,2
200,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,30,35,1
201,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,23,1
202,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,24,3
203,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,25,3
204,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,26,5
205,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,27,5
206,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,28,24
207,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,29,14
208,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,30,23
209,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,31,25
210,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,32,12
211,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,33,2
212,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,34,4
213,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,35,1
214,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,38,1
215,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,31,40,1
216,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,23,1
217,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,24,5
218,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,25,4
219,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,26,5
220,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,27,6
221,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,28,17
222,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,29,14
223,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,30,11
224,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,31,18
225,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,32,12
226,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,33,5
227,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,34,4
228,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,35,6
229,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,36,2
230,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,32,37,2
231,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,,1
232,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,19,1
233,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,21,2
234,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,23,1
235,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,24,2
236,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,25,3
237,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,26,3
238,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,27,6
239,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,28,11
240,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,29,10
241,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,30,13
242,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,31,25
243,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,32,7
244,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,33,12
245,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,34,1
246,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,35,2
247,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,36,2
248,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,37,1
249,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,33,38,1
250,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,23,1
251,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,25,1
252,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,26,2
253,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,27,2
254,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,28,9
255,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,29,6
256,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,30,10
257,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,31,9
258,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,32,7
259,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,33,10
260,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,34,8
261,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,35,2
262,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,34,36,4
263,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,24,1
264,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,25,1
265,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,26,3
266,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,27,1
267,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,28,2
268,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,29,11
269,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,30,5
270,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,31,4
271,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,32,6
272,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,33,3
273,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,34,9
274,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,35,4
275,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,36,7
276,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,37,1
277,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,35,39,1
278,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,24,1
279,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,25,1
280,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,26,1
281,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,27,3
282,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,28,2
283,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,29,7
284,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,30,8
285,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,31,4
286,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,32,6
287,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,33,5
288,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,34,4
289,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,35,4
290,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,36,5
291,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,37,4
292,2003,Milano,Cattolico,Milano,Milano,Celibe,Nubile,Italia,Italia,36,38,1
